description,equivalence_class,frequency,id,in_inventories,name,pk,segment_class
LATIN SMALL LETTER Y - LATIN SMALL LETTER I,yi,0.000628338,D53C820A8AF1B770860C96D0680975BF,2,yi,2657,vowel
LATIN SMALL LETTER O WITH STROKE - COMBINING TILDE,ø,0.000628338,E35233A2F12E493804742EEE0DF81E51,2,ø̃,2672,vowel
LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW,əi,0.000628338,DD9C3FD63FE317EEE53EFC67180D5C02,2,əi̯,2682,vowel
LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER U - COMBINING INVERTED BREVE BELOW,əu,0.000628338,58A7FE88E4D5BA8946B23AE83249C082,2,əu̯,2683,vowel
LATIN SMALL LETTER I WITH STROKE - LATIN SMALL LETTER OPEN E,ɨɛ,0.000628338,28766A6E430E1BFE3D92D7F75006F19B,2,ɨɛ,2684,vowel
LATIN SMALL LETTER I WITH STROKE - LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW,ɨi,0.000628338,08F6E0600174D47583716717C18E79C1,2,ɨi̯,2685,vowel
LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER U - COMBINING INVERTED BREVE BELOW,ɔu,0.000628338,248BDB1EA4B82180E4492E93F558E01C,2,ɔu̯,2686,vowel
LATIN SMALL LETTER AE - COMBINING TILDE - LATIN LETTER SMALL CAPITAL I - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,æɪ,0.000628338,C63E12E2D63C79D23FB8BD19564F4A83,2,æ̃ɪ̯̃,2712,vowel
LATIN SMALL LETTER OPEN O - COMBINING TILDE - LATIN SMALL LETTER UPSILON - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,ɔʊ,0.000628338,82EC5CA1241ACAA1E515A46881D6B332,2,ɔ̃ʊ̯̃,2714,vowel
LATIN SMALL LETTER O WITH STROKE - LATIN SMALL LETTER U,øu,0.000628338,9EE2B845B764C2FDD9AB9904C83235F1,2,øu,2730,vowel
LATIN SMALL LETTER ALPHA - LATIN SMALL LETTER TURNED M,ɑɯ,0.000628338,103223CE6046EB32BF8B94745DBF29B4,2,ɑɯ,2738,vowel
LATIN SMALL LETTER A - COMBINING TILDE - LATIN SMALL LETTER U - COMBINING TILDE,au,0.000628338,7654421BAF46D07C84436034A12BBC4A,2,ãũ,2742,vowel
LATIN SMALL LETTER TURNED M - COMBINING X ABOVE - MODIFIER LETTER TRIANGULAR COLON,ɯ,0.000628338,E427BE1B337CA8621A93DC9D811CBEC5,2,ɯ̽ː,2755,vowel
LATIN SMALL LETTER A - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER U,au,0.000628338,C5E68157C96FE994E160198EB8E05EB8,2,aːu,2768,vowel
LATIN SMALL LETTER I - COMBINING DOWN TACK BELOW - COMBINING TILDE,i,0.000628338,2E2469CBD2135DB4D50931306A43025B,2,ĩ̞,2790,vowel
LATIN SMALL LETTER Y - LATIN SMALL LETTER AE,yæ,0.000628338,F2BB2A508C05E1B6BA5F3679D05FA599,2,yæ,2800,vowel
LATIN SMALL LETTER REVERSED E - COMBINING MINUS SIGN BELOW,ɘ,0.000628338,FE57C3C83DB6912381004219FB27768B,2,ɘ̠,2840,vowel
LATIN SMALL LETTER I WITH STROKE - COMBINING MINUS SIGN BELOW,ɨ,0.000628338,CB90B7343B8EB1C3B2860CA7EA36BB8A,2,ɨ̠,2841,vowel
LATIN SMALL LETTER OPEN O - COMBINING PLUS SIGN BELOW - COMBINING LEFT HALF RING BELOW,ɔ,0.000628338,292CE448539243AB19216B14DD2141E7,2,ɔ̟̜,2842,vowel
LATIN SMALL LETTER O WITH STROKE - COMBINING DIAERESIS BELOW,ø,0.000628338,8F30DB58E330EAB3C338ED598F9259E2,2,ø̤,2914,vowel
LATIN LETTER SMALL CAPITAL I - COMBINING TILDE BELOW,ɪ,0.000628338,C9812C37AD2A5EE1158F01CC76188F77,2,ɪ̰,2928,vowel
LATIN SMALL LETTER I - LATIN SMALL LETTER OPEN E - COMBINING TILDE,iɛ,0.000628338,24AB3360E55F10B8EF337303F7E6B147,2,iɛ̃,3042,vowel
LATIN SMALL LETTER U - LATIN SMALL LETTER AE,uæ,0.000628338,9128A051D05203E5EF90DA9136A391ED,2,uæ,3044,vowel
LATIN SMALL LETTER U BAR - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,ʉ,0.000628338,A9D04AA00B5FA1C0114D194509F7CC6D,2,ʉ̃ː,3065,vowel
LATIN SMALL LETTER I - LATIN SMALL LETTER I,ii,0.000628338,6CE4B8BDA7C93A683B06B6805E0CB723,2,ii,3085,vowel
LATIN SMALL LETTER U - COMBINING INVERTED BREVE BELOW - LATIN SMALL LETTER OPEN O,uɔ,0.000628338,1E8838AFF898587D9699CC557C73306A,2,u̯ɔ,3092,vowel
LATIN SMALL LETTER I - LATIN LETTER SMALL CAPITAL I - COMBINING INVERTED BREVE BELOW,iɪ,0.000628338,B6B1A8CD4A430919824FB841BFE1D25E,2,iɪ̯,3139,vowel
LATIN SMALL LETTER U - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,u,0.000628338,B88E82F6C75EA332EC7F87DC697FA298,2,ũ̯,3144,vowel
LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW - COMBINING RIGHT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,a,0.000314169,BBED8E9DE5824F9ABA1CB1ECFC96E577,1,a̟̙ː,259,vowel
LATIN SMALL LETTER E - COMBINING LEFT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,e,0.000314169,14756BA9E09E261E8212B7D75520AB4A,1,e̘ː,263,vowel
LATIN SMALL LETTER E - LATIN SMALL LETTER I - COMBINING RIGHT TACK BELOW,ei,0.000314169,D94A17EE63AF5A3C6B4CFE174C8E5B80,1,ei̙,264,vowel
LATIN SMALL LETTER SCHWA - COMBINING LEFT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,ə,0.000314169,72AFAE8E048EFC2C16D8370A0E68551B,1,ə̘ː,265,vowel
LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER I WITH STROKE - COMBINING RIGHT TACK BELOW,əɨ,0.000314169,F1C377EFABA916E5FF6D52C504DEECED,1,əɨ̙,266,vowel
LATIN SMALL LETTER OPEN E - COMBINING LEFT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,ɛ,0.000314169,864CB66ED17618DB28EE78E4612A4789,1,ɛ̘ː,267,vowel
LATIN SMALL LETTER O - COMBINING LEFT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,o,0.000314169,F8C81B6C6054BB52BF4DC81F3EFB8D6D,1,o̘ː,269,vowel
LATIN SMALL LETTER O - LATIN SMALL LETTER U - COMBINING RIGHT TACK BELOW,ou,0.000314169,E6421867CF67C01F6DAF22CB5DA9DCAD,1,ou̙,270,vowel
LATIN SMALL LETTER OPEN O - COMBINING LEFT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,ɔ,0.000314169,1A6DDC970513CE465DF399FA5C8104B7,1,ɔ̘ː,271,vowel
LATIN SMALL LETTER TURNED V - COMBINING INVERTED BREVE BELOW,ʌ,0.000314169,B9B24D2F62ACB20869A5196E0350D350,1,ʌ̯,283,vowel
LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW - MODIFIER LETTER RHOTIC HOOK,a,0.000314169,8E3F5DF97F8F6DBEBB7172BE3E7B2917,1,a̟˞,288,vowel
LATIN SMALL LETTER ALPHA - COMBINING TILDE - MODIFIER LETTER RHOTIC HOOK,ɑ,0.000314169,8BAA98167F76FCB6037754F4FCAC7B99,1,ɑ̃˞,289,vowel
LATIN SMALL LETTER SCHWA - COMBINING TILDE - MODIFIER LETTER RHOTIC HOOK,ə,0.000314169,C83457AB5CFB9330BBD0E72996121232,1,ə̃˞,294,vowel
LATIN SMALL LETTER RAMS HORN - MODIFIER LETTER RHOTIC HOOK,ɤ,0.000314169,A06D930414D2CA8DA97E0BFE228523B0,1,ɤ˞,295,vowel
LATIN SMALL LETTER SCHWA - COMBINING PLUS SIGN BELOW,ə,0.000314169,399028F26DB6C161A66292CFF886A500,1,ə̟,306,vowel
LATIN SMALL LETTER E - LATIN SMALL LETTER I - COMBINING TILDE,ei,0.000314169,464A3F1E5E973D42FD2F0CBE179A6CD1,1,eĩ,330,vowel
LATIN SMALL LETTER O - LATIN SMALL LETTER U - COMBINING TILDE,ou,0.000314169,5B623137907B08DB9EEF4D1DC075D000,1,oũ,332,vowel
LATIN SMALL LETTER A - COMBINING BREVE - COMBINING TILDE,a,0.000314169,3BF732481259984EBF67184341025566,1,ẵ,348,vowel
LATIN SMALL LETTER OPEN E - COMBINING BREVE - COMBINING TILDE,ɛ,0.000314169,A8EC82DE422E29BE8CCE4DA20289181F,1,ɛ̆̃,351,vowel
LATIN SMALL LETTER O - COMBINING BREVE - COMBINING TILDE,o,0.000314169,4E93BC094F4E6BC4B1C3E501DC8E93AA,1,ŏ̃,360,vowel
LATIN SMALL LETTER U - COMBINING BREVE - COMBINING TILDE,u,0.000314169,B206F00A395B623A428E2AF9AE08F01A,1,ŭ̃,363,vowel
LATIN LETTER SMALL CAPITAL OE - COMBINING UP TACK BELOW,ɶ,0.000314169,F70C1C6A0A9D375EB75D0908ACF88A9D,1,ɶ̝,407,vowel
LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,a,0.000314169,0F01F4CE1EB6B0E8E28C37C047B60EE9,1,ã̟ː,493,vowel
LATIN SMALL LETTER O - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER U,ou,0.000314169,D62D9C3288E824A325CA541EFE6E22B9,1,oːu,501,vowel
LATIN SMALL LETTER TURNED M - COMBINING BREVE,ɯ,0.000314169,F9D4BBF8BC3B47F7A41E8E9B010F9D1D,1,ɯ̆,503,vowel
LATIN SMALL LETTER Y - COMBINING BREVE,y,0.000314169,23AC02D5D5803B541A0E772E014A587F,1,y̆,504,vowel
LATIN SMALL LETTER REVERSED OPEN E - LATIN LETTER SMALL CAPITAL I - COMBINING INVERTED BREVE BELOW,ɜɪ,0.000314169,46F1B9EA5E3CADA533E07DD4C5CCE816,1,ɜɪ̯,559,vowel
LATIN LETTER SMALL CAPITAL I - COMBINING MINUS SIGN BELOW,ɪ,0.000314169,AAE027DE9901BE41E54BFF4D8CA3C3D1,1,ɪ̠,560,vowel
LATIN SMALL LETTER UPSILON - COMBINING DIAERESIS - MODIFIER LETTER TRIANGULAR COLON,ʊ,0.000314169,554E02375C0749C619F42FF2DF941B5A,1,ʊ̈ː,569,vowel
MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER O - COMBINING INVERTED BREVE BELOW,o,0.000314169,9A56AF0F0BC769C5FC84A98A21670CCF,1,ˀo̯,640,vowel
LATIN SMALL LETTER RAMS HORN - COMBINING INVERTED BREVE BELOW,ɤ,0.000314169,B71699E145B0D2D9B9D35EA0DCE5139E,1,ɤ̯,649,vowel
LATIN SMALL LETTER TURNED M - COMBINING DOWN TACK BELOW - COMBINING INVERTED BREVE BELOW,ɯ,0.000314169,55194A2D84426C53292DC725E69FBA50,1,ɯ̞̯,664,vowel
LATIN SMALL LETTER OPEN E - COMBINING INVERTED BREVE BELOW,ɛ,0.000314169,FD5961827C067B8A01D2D1092D9683C8,1,ɛ̯,680,vowel
LATIN SMALL LETTER OPEN O - COMBINING INVERTED BREVE BELOW,ɔ,0.000314169,E68B55248B5A4311EF5CA23F3075D112,1,ɔ̯,681,vowel
LATIN SMALL LETTER AE - LATIN SMALL LETTER E - COMBINING INVERTED BREVE BELOW,æe,0.000314169,4F46B02D231EBA6179A87959D8D0E642,1,æe̯,708,vowel
LATIN SMALL LETTER AE - LATIN SMALL LETTER E - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,æe,0.000314169,601922C069139BA89AB21F038ECDC55C,1,æẽ̯,709,vowel
LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER O - COMBINING INVERTED BREVE BELOW,ɔo,0.000314169,25B6EE0185AD4F2C1DBBDE16BE4A3791,1,ɔo̯,720,vowel
LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER O - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,ɔo,0.000314169,AB16E2B47DA667A97B0B1A938D60B349,1,ɔõ̯,721,vowel
LATIN SMALL LETTER SCHWA - COMBINING RING BELOW,ə,0.000314169,CFBDFE24574A0BF556BD9BC61EBAF893,1,ə̥,730,vowel
LATIN SMALL LETTER I - COMBINING RIGHT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,i,0.000314169,C77C03E35BC092478F90BC4651F0A456,1,i̙ː,740,vowel
LATIN SMALL LETTER I - LATIN SMALL LETTER O - MODIFIER LETTER TRIANGULAR COLON,io,0.000314169,42E668DD06F7A3F8C331B4AA6CA1CACE,1,ioː,742,vowel
LATIN SMALL LETTER TURNED A - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ɐ,0.000314169,004AECFBBF0E257F47B3E99E7FAE5B3E,1,ɐˤ,780,vowel
LATIN SMALL LETTER ALPHA - COMBINING TILDE - LATIN SMALL LETTER OPEN O - COMBINING TILDE,ɑɔ,0.000314169,E5596DFE1E33FBDF96BD834CD7C5C05E,1,ɑ̃ɔ̃,856,vowel
LATIN SMALL LETTER OPEN E - LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW,ɛo,0.000314169,6F163D1994D478A250C4FA28202C6162,1,ɛo̞,858,vowel
LATIN SMALL LETTER OPEN E - COMBINING TILDE - LATIN SMALL LETTER OPEN O - COMBINING TILDE,ɛɔ,0.000314169,6F571873258C061717FB4F72C6BBFB80,1,ɛ̃ɔ̃,859,vowel
LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER SCHWA - COMBINING DIAERESIS BELOW,iə,0.000314169,47DFAD0340A202BF00595B998657DD6D,1,i̤ə̤,884,vowel
LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER SCHWA - COMBINING DIAERESIS BELOW,uə,0.000314169,5AD7022B67DA4290DD211BFB04484EA7,1,ṳə̤,888,vowel
LATIN SMALL LETTER TURNED M - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER SCHWA - COMBINING DIAERESIS BELOW,ɯə,0.000314169,6FE78A5D65F1455510B2023C754D2026,1,ɯ̤ə̤,890,vowel
LATIN SMALL LETTER O WITH STROKE - COMBINING BREVE,ø,0.000314169,81A936441673EB116038122228FF2435,1,ø̆,898,vowel
LATIN SMALL LETTER OPEN E - LATIN SMALL LETTER TURNED M,ɛɯ,0.000314169,D20014274593FBD404FD95914405CCDF,1,ɛɯ,915,vowel
LATIN SMALL LETTER I - LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW,ia,0.000314169,BDC944E889468D84E66B69E5D4E27BE1,1,ia̟,944,vowel
LATIN SMALL LETTER I - COMBINING X BELOW,i,0.000314169,0B8570C9CCF3EB3393856D9632A14088,1,i͓,946,vowel
LATIN SMALL LETTER U - COMBINING X BELOW,u,0.000314169,614F55AF2945423229D3596FCD0CED32,1,u͓,948,vowel
LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER TURNED M,əɯ,0.000314169,A9854AE39D5CFE88EC2519C89E6E2A37,1,əɯ,953,vowel
LATIN SMALL LETTER A - COMBINING RING BELOW,a,0.000314169,83843751C883EFE80D3DBD0A856D9BC2,1,ḁ,981,vowel
LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING RING BELOW,e,0.000314169,F1D7732BDFF76B4235F87F472690788A,1,e̞̥,983,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING RING BELOW,o,0.000314169,B8D88FE7EF0B7A290B1304A2E793BC96,1,o̞̥,984,vowel
LATIN SMALL LETTER I WITH STROKE - COMBINING TILDE - LATIN SMALL LETTER I - COMBINING TILDE,ɨi,0.000314169,0A1CDEE911ED6F7B34E79D7A5BDCB0E9,1,ɨ̃ĩ,987,vowel
LATIN SMALL LETTER REVERSED E - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,ɘ,0.000314169,1EE2E9B2358ED0DBC446EA89F70D2758,1,ɘ̃ː,1004,vowel
LATIN SMALL LETTER O - COMBINING PLUS SIGN BELOW,o,0.000314169,C3F0AE0604BD4361DA3DB144F88CFAAB,1,o̟,1017,vowel
LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - LATIN SMALL LETTER SCHWA,eə,0.000314169,F862A243F928F2837C67CA4A3A0BEC32,1,e̞ə,1020,vowel
LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW - LATIN SMALL LETTER I,ai,0.000314169,2BEA26537BE35714D28C2885D5EC4060,1,a̟i,1021,vowel
LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW - COMBINING TILDE - LATIN SMALL LETTER I - COMBINING TILDE,ai,0.000314169,F27EEDB08C1D29029A464182AC9E5562,1,ã̟ĩ,1022,vowel
LATIN SMALL LETTER U BAR - COMBINING BREVE,ʉ,0.000314169,5100D4612D7E7B47132290E3D22301A1,1,ʉ̆,1043,vowel
LATIN SMALL LETTER A - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ae,0.000314169,DF25A30FB876C25616AF57CCD704D926,1,ae̞ˤ,1045,vowel
LATIN SMALL LETTER A - COMBINING TILDE - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ae,0.000314169,20EFD5584F33D2B038B4FB392CF8776B,1,ãẽ̞ˤ,1046,vowel
LATIN SMALL LETTER A - LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ao,0.000314169,0203F0E46D6FB0D187A81E3CFA16E125,1,ao̞ˤ,1047,vowel
LATIN SMALL LETTER A - COMBINING TILDE - LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ao,0.000314169,0FA56FEA70EF91489FA38844D2627AB7,1,ãõ̞ˤ,1048,vowel
LATIN SMALL LETTER A - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,a,0.000314169,4FE992BF3C149733F3241760138DA178,1,ãˤː,1051,vowel
LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING TILDE - LATIN SMALL LETTER U - COMBINING TILDE,eu,0.000314169,6885C9F3EF6BF42EA0278EEC544E8C31,1,ẽ̞ũ,1061,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - LATIN SMALL LETTER A - COMBINING TILDE,oa,0.000314169,73CC7EC5CAE50D2721C892C056620921,1,õ̞ã,1107,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - LATIN SMALL LETTER A - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,oa,0.000314169,E85DBC717E0ECCA7D5DEC6FF01B40A8F,1,o̞aˤ,1108,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - LATIN SMALL LETTER A - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,oa,0.000314169,6A018C45C7B868D877C87FCA1C554680,1,õ̞ãˤ,1109,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW,oe,0.000314169,C5870A4D6A7051627991BDAEAC2854B2,1,o̞e̞,1110,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - LATIN SMALL LETTER I - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,oi,0.000314169,2D7E314E3A071C2C3B784901D76FCED2,1,o̞iˤ,1111,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - LATIN SMALL LETTER I - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,oi,0.000314169,86E9F25B579816016C113BCD9C0E7DBF,1,õ̞ĩˤ,1112,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,o,0.000314169,0DEF3131EFF3398ADDFA195E143E2F6A,1,õ̞ˤ,1113,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,o,0.000314169,9DFC4A98E1EDAFA17C82599C6A2D32EB,1,o̞ˤː,1114,vowel
LATIN SMALL LETTER OPEN O - COMBINING TILDE - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,ɔ,0.000314169,45A6211DBFA612D74AB9BE06405B55F4,1,ɔ̃ˤː,1115,vowel
LATIN SMALL LETTER I - COMBINING TILDE - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING TILDE,ie,0.000314169,D2ACE87861640AAB19F328BA05006836,1,ĩẽ̞,1119,vowel
LATIN SMALL LETTER O WITH STROKE - COMBINING MINUS SIGN BELOW,ø,0.000314169,406FE87B61945EA01921EF078FCBB3BB,1,ø̠,1130,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - LATIN SMALL LETTER U - COMBINING TILDE,ou,0.000314169,833D119CAEE9D0F5A7122767AC28DB88,1,õ̞ũ,1132,vowel
LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING TILDE BELOW - COMBINING TILDE,e,0.000314169,9619D56A9B79DC613BCBD1CF8DC879B6,1,ẽ̞̰,1135,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE BELOW,o,0.000314169,5C9ADDA4C02F5EB46361D7BB334B36E2,1,o̞̰,1138,vowel
LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE BELOW - COMBINING TILDE,o,0.000314169,97120FA3E0367F69B2CF6A6C71D5A5CF,1,õ̞̰,1139,vowel
LATIN LETTER SMALL CAPITAL I - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW,ɪe,0.000314169,A22EB218FAF9856919F802CF4BEEA8B4,1,ɪe̞,1154,vowel
LATIN SMALL LETTER AE - LATIN SMALL LETTER U BAR,æʉ,0.000314169,299A459E7082A55D4F047DCA7625632F,1,æʉ,1157,vowel
LATIN SMALL LETTER TURNED ALPHA - COMBINING UP TACK BELOW,ɒ,0.000314169,2D2008F006FD55C976B6C43EE764A60A,1,ɒ̝,1158,vowel
LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER Y,ɔy,0.000314169,2DA2B9736D1454C9DB586A40C2166710,1,ɔy,1160,vowel
LATIN SMALL LETTER TURNED M - COMBINING DOWN TACK BELOW - COMBINING BREVE,ɯ,0.000314169,599EB013F7939B74DCE523F9E02FBE59,1,ɯ̞̆,1163,vowel
LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW,ai,0.000314169,967B770D5C370C407E933C77853F8D7E,1,a̤i̤,1173,vowel
LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW,au,0.000314169,AA61DB6C7F47C4E38F55D0A2B7B32116,1,a̤ṳ,1174,vowel
LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER TURNED M - COMBINING DIAERESIS BELOW,aɯ,0.000314169,90AC558609BF41AEA68C3982036D2227,1,a̤ɯ̤,1175,vowel
LATIN SMALL LETTER RAMS HORN - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW,ɤi,0.000314169,B4155B59B723C6D9032650C1EA43E4C9,1,ɤ̤i̤,1177,vowel
LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW,ia,0.000314169,A1323968F38E9AB7F68A80EDE998CBEC,1,i̤a̤,1178,vowel
LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER OPEN E - COMBINING DIAERESIS BELOW,iɛ,0.000314169,E9A5CD28C8CF3A4EBC21D4BC32B61855,1,i̤ɛ̤,1179,vowel
LATIN SMALL LETTER I - LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW,io,0.000314169,7683780E12F738733F61EB0EEFEFFC09,1,io̞,1180,vowel
LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW,iu,0.000314169,289C07679F58B6C1A0F7D9E4E6F0501A,1,i̤ṳ,1181,vowel
LATIN SMALL LETTER O - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW,oi,0.000314169,198087A7FB8122DD8D134D081A020A3D,1,o̤i̤,1185,vowel
LATIN SMALL LETTER OPEN O - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW,ɔi,0.000314169,3C97D52B5F4CE311B1EC9E06939E91B7,1,ɔ̤i̤,1186,vowel
LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW,ua,0.000314169,53CA6E6053139E734869E15446236D7A,1,ṳa̤,1187,vowel
LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW,ui,0.000314169,3DD79263231F27744E1606BB2929820D,1,ṳi̤,1188,vowel
LATIN SMALL LETTER TURNED M - COMBINING DIAERESIS BELOW - LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW,ɯi,0.000314169,7E877DD096EC01F798E80BCB1A9F2E0F,1,ɯ̤i̤,1189,vowel
LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - LATIN SMALL LETTER A,ea,0.000314169,3505CE1B1E1EDBECB027E39121A913FF,1,e̞a,1193,vowel
LATIN SMALL LETTER I WITH STROKE - COMBINING DOWN TACK BELOW - COMBINING TILDE,ɨ,0.000314169,FA1484EA9484874B7880638EA57E3B10,1,ɨ̞̃,1225,vowel
LATIN SMALL LETTER I - COMBINING TILDE - MODIFIER LETTER SMALL GAMMA,i,0.000314169,069938F0B556B63591FBED4E0ADDA4CA,1,ĩˠ,1235,vowel
LATIN SMALL LETTER TURNED M - LATIN SMALL LETTER TURNED V,ɯʌ,0.000314169,B5AD51C306FFD446E4476B0ECAB82EB3,1,ɯʌ,1254,vowel
LATIN SMALL LETTER E - COMBINING MINUS SIGN BELOW - COMBINING DOWN TACK BELOW,e,0.000314169,19A52CB69E2A080CAC02794425849D33,1,e̠̞,1260,vowel
LATIN SMALL LETTER O - COMBINING PLUS SIGN BELOW - COMBINING DOWN TACK BELOW,o,0.000314169,EB26B55194396211E2C73E5D92FF8C03,1,o̟̞,1261,vowel
LATIN SMALL LETTER RAMS HORN - COMBINING PLUS SIGN BELOW - COMBINING DOWN TACK BELOW - COMBINING TILDE,ɤ,0.000314169,CDECE840947C4D86D29C21E4E9899B51,1,ɤ̟̞̃,1270,vowel
LATIN SMALL LETTER A - MODIFIER LETTER SMALL GAMMA,a,0.000314169,2B2D027D4A06AA477F5ED4171C846D08,1,aˠ,1317,vowel
LATIN SMALL LETTER OPEN E - MODIFIER LETTER SMALL GAMMA,ɛ,0.000314169,D0D18A8D7F958B9BC3FB03AE2E9F9323,1,ɛˠ,1319,vowel
